Instrument,sample_id,reference_session,p_up,beta,primary_group,active_membership,model_row_available,price_gate_pass,price_history_gate_pass,quote_history_gate_pass,liquidity_gate_pass,spread_gate_pass,risk_gate_pass,model_gate_pass,execution_close_pass,execution_quote_pass,source_entry_trade_eligible,pretrade_eligible,pretrade_reason_codes,execution_reason_codes,rank,formation_session
SNPS.OQ,a3b00408b1ee50784596cbd1,2021-06-03,0.5012805371299591,1.8112000751829225,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2021-06-04
CDNS.OQ,3152f31f61069d31b3868279,2021-06-03,0.4841433964759023,1.656991637260407,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2021-06-04
EQIX.OQ,bda4de3c1c29bcd0f877fc5b,2021-06-03,0.3615567105161216,0.7036001545830299,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,43.0,2021-06-04
DLR.N,3d9e620612d7f785a46157c0,2021-06-03,0.42073215992920304,0.3283204268445788,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2021-06-04
AMT.N,4c464b1eb2d8702c5adcfb82,2021-06-03,0.47474765379984796,0.7225596443586145,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2021-06-04
IRM.N,0650bafea60e6feca50805d2,2021-06-03,0.412983677817299,0.1055846860945381,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2021-06-04
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-06-04
ETN.N,3c708c003c580d31faf988d6,2021-06-03,0.4547065105041917,0.8554306810068921,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2021-06-04
TT.N,65151c000af9bc10656a4518,2021-06-03,0.4953562752581949,0.9919961553051836,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2021-06-04
JCI.N,4435507705768f2d2da3ef57,2021-06-03,0.47815535492721917,0.8058179188105805,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2021-06-04
CARR.N,ff6f59b0b39931b274e9f096,2021-06-03,0.5059583064863483,1.0242547092488217,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2021-06-04
TSLA.OQ,4d9c3cd5e4693cd9957f8cfb,2021-06-03,0.6756117658833363,2.433577759904208,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2021-06-04
TER.OQ,cba43e244e0060ed25a97f44,2021-06-03,0.5190327185171204,2.4719088507585325,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2021-06-04
ROK.N,1cd3869d7c3d9664624b4bd3,2021-06-03,0.38397692106627346,0.9228051140408544,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,41.0,2021-06-04
HON.OQ,ff4237d4bcad401c5639d0d4,2021-06-03,0.4423232820724899,0.8385503214226174,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2021-06-04
ISRG.OQ,ff92e26f1eb07a720d11cc89,2021-06-03,0.4987439508037026,1.406037554509164,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2021-06-04
ZBRA.OQ,775dbea6d4a02211e996a26b,2021-06-03,0.40288309876838524,1.094326136979538,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2021-06-04
TRMB.OQ,2828ff8d2f6ef4df94d56bba,2021-06-03,0.48174095294319946,1.623463234897608,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2021-06-04
APTV.N,cc9c7dc1727dd67ca16745ea,2021-06-03,0.36238472544189704,1.4138423837539185,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2021-06-04
NVDA.OQ,1ce74d7a5b41fcf76e19d44e,2021-07-02,0.5967480485934168,1.8848044743415495,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2021-07-06
AMD.OQ,ef86e121609b69b557d4f0a4,2021-07-02,0.44560968318044586,1.6218032564364002,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2021-07-06
AVGO.OQ,d67ebf504187e3194dbf1f58,2021-07-02,0.5836856433801649,1.7950496743773068,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2021-07-06
INTC.OQ,eeda3ba814fc648d2274d0a1,2021-07-02,0.5404018988123445,1.6172739209812754,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2021-07-06
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-07-06
QCOM.OQ,51d0a6267688622a04380119,2021-07-02,0.517481673765514,1.695433724108928,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2021-07-06
TXN.OQ,bb43a47cca0b8b548105147e,2021-07-02,0.5211452570083952,1.7885313397405591,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2021-07-06
ADI.OQ,9a96930b8a80f9e1d4408ab7,2021-07-02,0.5271995374179363,1.6327752652592178,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,25.0,2021-07-06
NXPI.OQ,0a2c153219ec31b1202b3172,2021-07-02,0.5595637277735273,2.258019826447852,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2021-07-06
ON.OQ,,,,,ai_semiconductor,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-07-06
MPWR.OQ,28eabeffb36aee28e0a43d5c,2021-07-02,0.45622274375749877,2.4200010058626664,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,41.0,2021-07-06
MU.OQ,5f656135815f7098b93bd842,2021-07-02,0.5667662449187231,2.068605400044821,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2021-07-06
WDC.OQ,5b1f0d8495cab36ea0d1535e,2021-07-02,0.5898651271092143,1.6357767883858163,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2021-07-06
STX.OQ,bd92c0d2de140979964d9c2d,2021-07-02,0.5001160586787099,0.9450085112963904,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2021-07-06
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-07-06
NTAP.OQ,c5ddd02bd80018ce4209dca8,2021-07-02,0.5670785170046048,1.3238511891063085,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2021-07-06
HPE.N,c84d5211c8240f8f181ed7d2,2021-07-02,0.5385736858806542,0.7089672459774615,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2021-07-06
DELL.N,cabb831c7a6d6d0c69d35ecb,2021-07-02,0.5328879926332014,1.1817336371129012,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2021-07-06
ANET.N,050bf9d01e6225d2e4dab1c6,2021-07-02,0.5609397785864032,1.237421092315694,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2021-07-06
CSCO.OQ,56a6829b508ee06db8048985,2021-07-02,0.5463261596060375,0.8880695040094072,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2021-07-06
JNPR.N^G25,415fcc0a07cc0abe7eb288ab,2021-07-02,0.5476035164863999,0.7668181358769786,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,15.0,2021-07-06
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-07-06
MSFT.OQ,e6120e629fb2d3952ee274a1,2021-07-02,0.4967125852784844,1.1809564700085722,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2021-07-06
AMZN.OQ,c5a4c5bc7977fb39179497a0,2021-07-02,0.5057133874420202,1.060456286939548,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2021-07-06
GOOG.OQ,9f6c8b033faa7fc02003c8c4,2021-07-02,0.5705016421926687,1.3208345160548312,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2021-07-06
META.OQ,f2019404a9aa9974a7d9c7fb,2021-07-02,0.5291888080322805,1.2967707371115258,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2021-07-06
ORCL.N,ef56ee415c532be77b492107,2021-07-02,0.4579980527391191,0.5610503232896332,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2021-07-06
IBM.N,df536d0ac581849c48aabd9a,2021-07-02,0.6564605581442087,0.5577841586760138,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2021-07-06
NOW.N,7cea4765a9440fe21c1c39a2,2021-07-02,0.49677685854331755,1.5168942238176018,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2021-07-06
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-07-06
SNPS.OQ,42670b69c2c66db839a2ab54,2021-07-02,0.4994952656421381,1.7986920153234949,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,36.0,2021-07-06
CDNS.OQ,05a02ccdfaa48662be6b32b3,2021-07-02,0.5040951328561996,1.697005641098959,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2021-07-06
EQIX.OQ,dba9f32418d5c59868006c93,2021-07-02,0.5101023819842584,0.5996030321103634,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2021-07-06
DLR.N,5a19531150cc123bf036236c,2021-07-02,0.5351640603346917,0.3114072284692563,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2021-07-06
AMT.N,1e920ed2dc51fb9b8c3b5fcb,2021-07-02,0.5151675306290173,0.6898904019971828,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2021-07-06
IRM.N,5154f37831b27ed361790c53,2021-07-02,0.5503658173574049,0.1215037782015349,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2021-07-06
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-07-06
ETN.N,a80e22a2441a329157b59319,2021-07-02,0.5075454439732505,0.8956124332149606,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2021-07-06
TT.N,b58316609a8cdd0499ad4cf9,2021-07-02,0.503065425902459,1.0599134003820156,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,34.0,2021-07-06
JCI.N,624d0a931b2be62eb0cacff8,2021-07-02,0.535053306469469,0.8269758996541786,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2021-07-06
CARR.N,ae6cdd32162d81fc5968d663,2021-07-02,0.5531348666840347,1.0046485094083235,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2021-07-06
TSLA.OQ,f97d0a1c2ba804ff49589dfe,2021-07-02,0.5759509042685772,2.378007652068245,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2021-07-06
TER.OQ,d70117b828e18fa97eaa6fe1,2021-07-02,0.586255615951228,2.4798665494966667,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2021-07-06
ROK.N,360799b850cb254f81842c1c,2021-07-02,0.5545802221763323,0.9137890305659132,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2021-07-06
HON.OQ,a449ecc6164698ed533dc166,2021-07-02,0.5037527991542214,0.8526467128626048,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,33.0,2021-07-06
ISRG.OQ,869432c87bb80240f576bb3f,2021-07-02,0.49784203832607454,1.4241272044872844,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2021-07-06
ZBRA.OQ,b8cb464edd07e64a9f58b85d,2021-07-02,0.43139980477376294,1.1835397191761214,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,43.0,2021-07-06
TRMB.OQ,f4bdd09dd84989cf66fd044c,2021-07-02,0.5341759050882946,1.6552677034200265,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2021-07-06
APTV.N,34b2234fd25ba811431e46d0,2021-07-02,0.5361773185539173,1.492457770050632,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2021-07-06
NVDA.OQ,524e3f94ffbc176deb619bea,2021-08-03,0.6140026834134983,1.930298044117926,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2021-08-04
AMD.OQ,91e3454828dbf04e2d9afbeb,2021-08-03,0.32437280097606724,1.6234087231505512,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,42.0,2021-08-04
AVGO.OQ,0683b9db2ecb158d56a8dbc6,2021-08-03,0.5360526716005335,1.7985207341794964,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2021-08-04
INTC.OQ,08d4e26a269f693b75da88e7,2021-08-03,0.5110594987304545,1.5907712061464274,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2021-08-04
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-08-04
QCOM.OQ,d7fb9e62592e89f11c918dfb,2021-08-03,0.5084166275500723,1.698158201960307,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,12.0,2021-08-04
TXN.OQ,551ac27c69cecd64459a0c76,2021-08-03,0.5214203810206967,1.7712836163285892,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,9.0,2021-08-04
ADI.OQ,63b1886944ccd4cb17457f0a,2021-08-03,0.48227350311849587,1.6870813655181087,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,19.0,2021-08-04
NXPI.OQ,025663596402067254a584c2,2021-08-03,0.4550986929434018,2.3087539973570053,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,25.0,2021-08-04
ON.OQ,,,,,ai_semiconductor,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-08-04
MPWR.OQ,67fbd6d790a1acf7ca12a4ad,2021-08-03,0.42341125825181675,2.29128577419581,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,30.0,2021-08-04
MU.OQ,a28dafb0e6db81174c2bae78,2021-08-03,0.3838712680665728,2.231136985328543,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,37.0,2021-08-04
WDC.OQ,3248438e83bb1481beac956d,2021-08-03,0.4128790947102489,2.326134147973693,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2021-08-04
STX.OQ,d30bcfb6bb0427d31b5af741,2021-08-03,0.3661998739402695,1.5918670008875655,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,40.0,2021-08-04
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-08-04
NTAP.OQ,78fa77ec09094bc91b2fd4ef,2021-08-03,0.4638806203444205,1.818781194154008,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,22.0,2021-08-04
HPE.N,7e0d4b4f588ce9264531db70,2021-08-03,0.3959654697593888,1.2562824814885574,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,35.0,2021-08-04
DELL.N,d33c21d0cf30aa971e25a629,2021-08-03,0.4087377525044156,1.168047963080454,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,33.0,2021-08-04
ANET.N,2a663c052a26bc958c3d3e88,2021-08-03,0.5549475848253287,1.3791691479458918,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,4.0,2021-08-04
CSCO.OQ,30ddbc12c7252834b1ab3b64,2021-08-03,0.49866670828120935,1.0536256902114969,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2021-08-04
JNPR.N^G25,78d5627763c4934bbb5951c3,2021-08-03,0.38385619723459413,1.1351024443944713,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2021-08-04
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-08-04
MSFT.OQ,5ffe2c7da45d963c98b16cff,2021-08-03,0.5342655286704691,1.1559204342232527,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2021-08-04
AMZN.OQ,b39b43e9c75f39feefc0f8b4,2021-08-03,0.5561465555186699,0.97961327004331,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2021-08-04
GOOG.OQ,0e049374cceb32f4ca91a4ec,2021-08-03,0.5438884997074271,1.1822448963667822,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2021-08-04
META.OQ,cd177f7667ddf821988073b2,2021-08-03,0.5594546803939763,1.3436437160762342,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2021-08-04
ORCL.N,d9eadac1696f2ba2b80043c5,2021-08-03,0.43724500952521805,0.6702489610336023,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,28.0,2021-08-04
IBM.N,639f7fb59327cc5e7bc89fdd,2021-08-03,0.44224128925149436,0.6355942733905141,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,26.0,2021-08-04
NOW.N,e6e74aacaacc08cb47254b31,2021-08-03,0.5505617913704517,1.3123468691815885,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2021-08-04
PLTR.OQ,,,,,cloud_software,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-08-04
SNPS.OQ,9d1da29ba7e431cb3b0fdb94,2021-08-03,0.4982329964948855,1.7320909970174667,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,15.0,2021-08-04
CDNS.OQ,556b97c29188f1682a492c0e,2021-08-03,0.4854003369736019,1.6719916452190229,cloud_software,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2021-08-04
EQIX.OQ,c90d18b8ce6f166eb4004e0e,2021-08-03,0.4567719634706606,0.4418931972204365,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,23.0,2021-08-04
DLR.N,b1f2ee2da429b7f285609bfb,2021-08-03,0.45623636280299745,0.2857230458777365,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2021-08-04
AMT.N,c42fbeb3051f8e2caaf10c69,2021-08-03,0.5019183155699847,0.6101785045215155,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2021-08-04
IRM.N,2f7607ac2b4eba565bf43cfa,2021-08-03,0.47971487262873724,0.7780127876579173,data_center_power_cooling,True,True,True,True,True,False,True,True,True,True,True,True,False,LIQUIDITY_GATE,OK,,2021-08-04
VRT.N,,,,,data_center_power_cooling,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-08-04
ETN.N,85de040172fe74d81cdd6f64,2021-08-03,0.36891786257647613,0.90855962691086,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,39.0,2021-08-04
TT.N,e66965e7a411f22505ebe566,2021-08-03,0.3987789252608887,1.072040380591029,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,34.0,2021-08-04
JCI.N,bf881a7b94a631775c10a979,2021-08-03,0.4343773567646772,0.8780674911571037,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,29.0,2021-08-04
CARR.N,003d5a936b5d8bae6c00a891,2021-08-03,0.3458715368844426,1.1554409045875516,data_center_power_cooling,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,41.0,2021-08-04
TSLA.OQ,2eec0f2aa6288b981bc4ebe3,2021-08-03,0.48685725410962144,2.222955460210224,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2021-08-04
TER.OQ,fab930121e94bdb941e250c6,2021-08-03,0.5155089164591623,2.62502102148974,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,10.0,2021-08-04
ROK.N,df21d9c47fcab34d8a1a9bd2,2021-08-03,0.3919733446673187,0.9232407720484528,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,36.0,2021-08-04
HON.OQ,33bce78ba3681eb8ec624750,2021-08-03,0.43793682498811987,0.9300705187181806,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2021-08-04
ISRG.OQ,6a66481196c0e07266966fe2,2021-08-03,0.4867755817907821,1.4153762980001572,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2021-08-04
ZBRA.OQ,c88e9d7029034f21b4a81504,2021-08-03,0.4711302138616472,1.3515671137722185,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,20.0,2021-08-04
TRMB.OQ,c4526c696fa69d5b4dc737c6,2021-08-03,0.4645479430933164,1.630553292898719,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,21.0,2021-08-04
APTV.N,8d179815adbb3290a761cb7a,2021-08-03,0.4181216988881901,1.4954847477045945,robotics_autonomy,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,31.0,2021-08-04
NVDA.OQ,a52aaeaa7b416cf1b143df48,2021-09-01,0.5653800981051087,1.9116915907199856,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,6.0,2021-09-02
AMD.OQ,5965c6895ec52f0568694104,2021-09-01,0.5665611914920725,1.4547917526724723,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,5.0,2021-09-02
AVGO.OQ,b7da7b34818a6851b971b2ce,2021-09-01,0.5493617832797745,1.720141691693894,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,7.0,2021-09-02
INTC.OQ,89897634df88c76ab75f521a,2021-09-01,0.528268012026588,1.4726498359687783,gpu_accelerator,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,13.0,2021-09-02
MRVL.OQ,,,,,gpu_accelerator,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-09-02
QCOM.OQ,94cf62a10c04cb097b62e065,2021-09-01,0.5186900153178842,1.844512227694179,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,18.0,2021-09-02
TXN.OQ,b6e424a9b444d509e58c3fcf,2021-09-01,0.5404396654894543,1.634710289963685,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,11.0,2021-09-02
ADI.OQ,0da1e6a6fc8f4bf9e5fbb3a2,2021-09-01,0.5490756803455014,1.537668871665286,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,8.0,2021-09-02
NXPI.OQ,11f3300e674cc6ec027ffa47,2021-09-01,0.5734111501838536,2.331304512492173,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,3.0,2021-09-02
ON.OQ,,,,,ai_semiconductor,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-09-02
MPWR.OQ,c4547950762d363d6bb0c9eb,2021-09-01,0.5255807343778021,2.008778341345067,ai_semiconductor,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,14.0,2021-09-02
MU.OQ,314bf701084c026a7d6bf209,2021-09-01,0.5210060283382664,2.106838962179987,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,16.0,2021-09-02
WDC.OQ,e14c2fc5856950fd5fadb9db,2021-09-01,0.5824938715466184,2.303117941414192,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,2.0,2021-09-02
STX.OQ,11dadf43b811ac4200d366e4,2021-09-01,0.4846425773557491,1.926564836969104,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,27.0,2021-09-02
SNDK.OQ,,,,,memory_hbm_storage,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-09-02
NTAP.OQ,a80ed1ee6b95506d6de71244,2021-09-01,0.4160488947824997,1.3299048753806846,memory_hbm_storage,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,38.0,2021-09-02
HPE.N,1982d683281bda7c0197c906,2021-09-01,0.4687958869101126,1.4276187538697542,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,32.0,2021-09-02
DELL.N,e554b8dccb330628a5fd7be5,2021-09-01,0.4980667053173414,1.296132618134478,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,24.0,2021-09-02
ANET.N,a54bc593ba453128f506aa20,2021-09-01,0.5871494329325394,1.3183660799865615,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,1.0,2021-09-02
CSCO.OQ,880d028583b42a5814c05e53,2021-09-01,0.5202161798622138,1.0936944525199748,server_network,True,True,True,True,True,True,True,True,True,True,True,True,True,OK,OK,17.0,2021-09-02
JNPR.N^G25,dde46ea5f7b925ffc8b4e414,2021-09-01,0.4797728541176183,1.2245548711913046,server_network,True,True,True,True,True,False,True,True,True,True,True,True,False,LIQUIDITY_GATE,OK,,2021-09-02
CIEN.N,,,,,server_network,False,False,False,False,False,False,False,False,False,False,False,False,False,NO_ACTIVE_MEMBERSHIP_ROW,NOT_EVALUATED,,2021-09-02
