source,feature,anchor_scope,rows,missing,missing_fraction,all_missing,threshold_5pct_pass,classification,rationale
ai,etf_botz_momentum_20,all_anchors,3326,684,0.20565243535778713,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_botz_momentum_60,all_anchors,3326,745,0.22399278412507517,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_botz_volatility_20_ann,all_anchors,3326,684,0.20565243535778713,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_botz_volatility_60_ann,all_anchors,3326,745,0.22399278412507517,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_botz_max_drawdown_60,all_anchors,3326,745,0.22399278412507517,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_igv_momentum_5,all_anchors,3326,941,0.282922429344558,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_igv_momentum_20,all_anchors,3326,948,0.28502705953096813,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_igv_momentum_60,all_anchors,3326,1015,0.30517137702946484,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_igv_volatility_20_ann,all_anchors,3326,948,0.28502705953096813,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_igv_volatility_60_ann,all_anchors,3326,1015,0.30517137702946484,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,etf_igv_max_drawdown_60,all_anchors,3326,1015,0.30517137702946484,False,False,exclude_high_missing,ETF history/inception coverage exceeds 5% anchor missingness
ai,spy_momentum_5,all_anchors,3326,0,0.0,False,True,exclude_duplicate_control,exact name overlap with baseline SPY control
ai,soxx_relative_spy_return_5,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_momentum_20,all_anchors,3326,0,0.0,False,True,exclude_duplicate_control,exact name overlap with baseline SPY control
ai,soxx_relative_spy_return_20,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_momentum_60,all_anchors,3326,0,0.0,False,True,exclude_duplicate_control,exact name overlap with baseline SPY control
ai,soxx_relative_spy_return_60,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,spy_return_1,all_anchors,3326,0,0.0,False,True,exclude_duplicate_control,one-session SPY control is formula-equivalent in intent but source differs
ai,pool_breadth_up_1,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_breadth_above_ma20,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_breadth_above_ma60,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_cross_sectional_dispersion_1,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_equal_weight_return_1,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
ai,pool_equal_weight_relative_spy_return_1,all_anchors,3326,0,0.0,False,True,safe_candidate,strictly prior-session AI industry state with usable anchor coverage
